price,title,rating,Product Dimensions,Item Weight,ASIN,Item model number,Batteries,Customer Reviews,Best Sellers Rank,OS,RAM,Wireless communication technologies,Connectivity technologies,Display technology,Other display features,Scanner Resolution,Other camera features,Form Factor,Color,Battery Power Rating,Phone Talk Time,Whats in the box,Manufacturer,Date First Available,Memory Storage Capacity,Standing screen display size,Ram Memory Installed Size,Battery Capacity,Weight,Charging Time
160.73,"Samsung Galaxy A53 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB, 6.5” FHD Super AMOLED Screen, Long Battery Life, US Version, Black (Renewed)",4.0,6.28 x 2.94 x 0.32 inches,6.6 ounces,B09XP9FX25,Galaxy A53 5G,1 Lithium Ion batteries required.,4.0  4.0 out of 5 stars        250 ratings    4.0 out of 5 stars,"#212 in Amazon Renewed (See Top 100 in Amazon Renewed)  #65 in Renewed Smartphones  #1,277 in Climate Pledge Friendly: Electronics",Android,6 GB,Cellular,"Bluetooth, Wi-Fi, USB, NFC",AMOLED,Wireless,1080 x 2400,"Rear, Front",Slate,Awesome Black,5000 Milliamp Hours,10 Hours,1. Data Cable 2. Travel Adapter 3. Ejection Pin,Samsung Electronics,"April 11, 2022",128 GB,6.5 Inches,6 GB,5000 Milliamp Hours,0.41 Pounds,1.04 Hours
354.17,"Apple iPhone 12, 128GB, Black - Unlocked (Renewed Premium)",4.1,7 x 4 x 5 inches,12 ounces,B09JF9VFCG,12,1 Lithium Ion batteries required. (included),"4.1  4.1 out of 5 stars        20,195 ratings    4.1 out of 5 stars",#1 in Amazon Renewed (See Top 100 in Amazon Renewed)  #1 in Renewed Smartphones  #444 in Climate Pledge Friendly: Electronics,iOS 16,128 GB,Cellular,USB,Built-In GPS,Wireless,Touchscreen,"Rear, Front",Smartphone,Black,2775,"charging cable and block, and sim tray removal tool",Apple Computer,"October 14, 2021",128 GB,6.1 Inches,128 GB
